Person_ID,Day,Exercise_Type,Duration_Minutes,Calories_Burned
348,Tuesday,Leg Press,123,1107
348,Wednesday,Bench Press,38,228
348,Thursday,CrossFit,102,918
348,Friday,Volleyball,71,497
348,Saturday,Squats,53,424
348,Sunday,Strength Training,123,1476
349,Monday,Battle Ropes,103,1030
349,Tuesday,Powerlifting,127,762
349,Wednesday,Rowing,136,1360
349,Thursday,Kettlebell Workout,44,440
349,Friday,Squats,48,384
349,Saturday,Powerlifting,39,390
349,Sunday,Mountain Climbers,73,803
350,Monday,Aerobics,24,168
350,Tuesday,Surfing,54,486
350,Wednesday,Pull-ups,113,1130
350,Thursday,Lunges,131,1441
350,Friday,Plank,34,272
350,Saturday,Core Training,114,1254
350,Sunday,Martial Arts,108,1296
351,Monday,Plank,85,1020
351,Tuesday,Yoga,113,1243
351,Wednesday,Yoga,32,192
351,Thursday,Leg Press,129,1419
351,Friday,Squats,148,1036
351,Saturday,Sit-ups,77,616
351,Sunday,Pull-ups,36,288
352,Monday,Jumping Jacks,40,480
352,Tuesday,Kettlebell Workout,135,1485
352,Wednesday,Strength Training,52,468
352,Thursday,Swimming,54,648
352,Friday,Football,70,700
352,Saturday,Rock Climbing,113,791
352,Sunday,Lunges,42,420
353,Monday,Push-ups,48,528
353,Tuesday,Rugby,23,276
353,Wednesday,Table Tennis,148,1332
353,Thursday,Jumping Jacks,59,472
353,Friday,Pull-ups,60,360
353,Saturday,Elliptical,84,672
353,Sunday,HIIT,93,1023
354,Monday,Boxing,39,273
354,Tuesday,Resistance Band Workout,41,369
354,Wednesday,Lunges,61,549
354,Thursday,Yoga,48,384
354,Friday,Lunges,132,1584
354,Saturday,Pilates,57,570
354,Sunday,Mobility Drills,129,1548
355,Monday,Shoulder Press,116,1276
355,Tuesday,Kickboxing,35,385
355,Wednesday,Basketball,133,931
355,Thursday,CrossFit,57,456
355,Friday,Mountain Climbers,43,516
355,Saturday,Sit-ups,20,240
355,Sunday,Jumping Jacks,149,894
356,Monday,HIIT,104,624
356,Tuesday,Martial Arts,70,420
356,Wednesday,Battle Ropes,59,590
356,Thursday,Table Tennis,137,959
356,Friday,Deadlifts,139,834
356,Saturday,Rugby,141,1692
356,Sunday,Running,85,850
357,Monday,CrossFit,128,1408
357,Tuesday,Skipping Rope,59,472
357,Wednesday,Martial Arts,84,1008
357,Thursday,Kickboxing,121,1452
357,Friday,Rugby,88,968
357,Saturday,HIIT,55,495
357,Sunday,Zumba,139,1251
358,Monday,Surfing,146,1606
358,Tuesday,Tennis,144,864
358,Wednesday,Lunges,123,1230
358,Thursday,Stair Climber,51,306
358,Friday,Resistance Band Workout,73,876
358,Saturday,Plank,30,270
358,Sunday,Rugby,68,476
359,Monday,Rowing,28,280
359,Tuesday,Stretching,60,660
359,Wednesday,Basketball,105,945
359,Thursday,Jumping Jacks,47,423
359,Friday,Rock Climbing,30,300
359,Saturday,Squats,49,588
359,Sunday,Rugby,102,714
360,Monday,Resistance Band Workout,67,804
360,Tuesday,Kettlebell Workout,47,423
360,Wednesday,Push-ups,117,1053
360,Thursday,Deadlifts,137,1507
360,Friday,Cycling,31,341
360,Saturday,Rowing,70,420
360,Sunday,Spin Class,87,783
361,Monday,Stair Climber,101,707
361,Tuesday,Yoga,128,1536
361,Wednesday,Badminton,81,567
361,Thursday,Crunches,84,924
361,Friday,Surfing,125,1500
361,Saturday,Rock Climbing,132,924
361,Sunday,Swimming,26,286
362,Monday,Plank,84,756
362,Tuesday,Surfing,105,840
362,Wednesday,Squats,72,504
362,Thursday,Elliptical,132,1188
362,Friday,Volleyball,71,497
362,Saturday,Kettlebell Workout,57,456
362,Sunday,Rowing,58,696
363,Monday,Stair Climber,89,1068
363,Tuesday,Core Training,119,952
363,Wednesday,Rugby,115,1265
363,Thursday,Elliptical,147,1617
363,Friday,Pull-ups,62,744
363,Saturday,Treadmill,36,252
363,Sunday,Rowing,61,488
364,Monday,Skipping Rope,80,560
364,Tuesday,Spin Class,109,981
364,Wednesday,Rugby,102,714
364,Thursday,Battle Ropes,55,550
364,Friday,Strength Training,120,720
364,Saturday,Crunches,119,952
364,Sunday,Shoulder Press,105,945
365,Monday,Martial Arts,65,585
365,Tuesday,Jumping Jacks,124,1364
365,Wednesday,Core Training,52,520
365,Thursday,Martial Arts,97,776
365,Friday,Boxing,116,928
365,Saturday,Swimming,100,1000
365,Sunday,Skipping Rope,121,1331
366,Monday,Volleyball,33,297
366,Tuesday,Strength Training,123,738
366,Wednesday,Crunches,73,803
366,Thursday,Sit-ups,114,684
366,Friday,Rock Climbing,81,891
366,Saturday,Resistance Band Workout,80,960
366,Sunday,Martial Arts,55,440
367,Monday,Surfing,66,660
367,Tuesday,Hiking,121,1452
367,Wednesday,Jumping Jacks,63,693
367,Thursday,Pull-ups,87,957
367,Friday,Kettlebell Workout,49,392
367,Saturday,Skating,35,210
367,Sunday,Tennis,107,1070
368,Monday,CrossFit,62,496
368,Tuesday,Football,43,344
368,Wednesday,Elliptical,72,648
368,Thursday,HIIT,47,423
368,Friday,Yoga,87,957
368,Saturday,Kickboxing,116,696
368,Sunday,Football,111,1332
369,Monday,Badminton,75,450
369,Tuesday,Hiking,25,300
369,Wednesday,Burpees,63,504
369,Thursday,Lunges,36,396
369,Friday,Running,34,374
369,Saturday,Mountain Climbers,70,490
369,Sunday,Rugby,31,217
370,Monday,Rugby,40,440
370,Tuesday,Mobility Drills,125,750
370,Wednesday,Sit-ups,117,1404
370,Thursday,Sprinting,60,540
370,Friday,Push-ups,119,1428
370,Saturday,Bench Press,59,590
370,Sunday,CrossFit,121,1089
371,Monday,Lunges,73,584
371,Tuesday,Volleyball,25,250
371,Wednesday,Swimming,33,264
371,Thursday,Crunches,90,1080
371,Friday,Martial Arts,93,1023
371,Saturday,Plank,112,1120
371,Sunday,Rowing,142,1136
372,Monday,Skating,143,1716
372,Tuesday,Kickboxing,52,624
372,Wednesday,Plank,128,1280
372,Thursday,Kettlebell Workout,135,1485
372,Friday,Push-ups,91,910
372,Saturday,Zumba,28,308
372,Sunday,Squats,116,696
373,Monday,Swimming,142,1136
373,Tuesday,Football,58,522
373,Wednesday,Battle Ropes,67,670
373,Thursday,Crunches,142,1562
373,Friday,Rugby,77,693
373,Saturday,Plank,145,1160
373,Sunday,Spin Class,36,216
374,Monday,Powerlifting,65,715
374,Tuesday,Treadmill,141,846
374,Wednesday,HIIT,35,385
374,Thursday,Stretching,37,407
374,Friday,Football,75,750
374,Saturday,Rugby,79,553
374,Sunday,Battle Ropes,54,378
375,Monday,Kettlebell Workout,125,1250
375,Tuesday,Surfing,26,312
375,Wednesday,Martial Arts,137,959
375,Thursday,Bench Press,30,330
375,Friday,Stretching,147,1764
375,Saturday,Hiking,23,207
375,Sunday,Battle Ropes,138,828
376,Monday,Jumping Jacks,28,308
376,Tuesday,Basketball,30,330
376,Wednesday,Sit-ups,108,1188
376,Thursday,Elliptical,139,1251
376,Friday,Burpees,148,1036
376,Saturday,Skating,141,1128
376,Sunday,Rowing,145,1595
377,Monday,Basketball,63,378
377,Tuesday,CrossFit,46,368
377,Wednesday,Tennis,104,936
377,Thursday,Aerobics,99,891
377,Friday,CrossFit,38,456
377,Saturday,Hiking,86,946
377,Sunday,Walking,142,1420
378,Monday,Pilates,89,979
378,Tuesday,Table Tennis,62,620
378,Wednesday,Resistance Band Workout,96,576
378,Thursday,Martial Arts,85,765
378,Friday,Martial Arts,56,392
378,Saturday,Kickboxing,130,1300
378,Sunday,Burpees,105,630
379,Monday,Tennis,50,450
379,Tuesday,Crunches,87,870
379,Wednesday,Yoga,148,1184
379,Thursday,Rugby,72,576
379,Friday,Handball,84,672
379,Saturday,Treadmill,86,688
379,Sunday,Burpees,104,936
380,Monday,Jumping Jacks,46,552
380,Tuesday,Powerlifting,66,660
380,Wednesday,Kickboxing,64,448
380,Thursday,Stretching,83,498
380,Friday,Burpees,36,216
380,Saturday,HIIT,34,306
380,Sunday,Martial Arts,107,1177
381,Monday,Surfing,62,496
381,Tuesday,Football,123,1353
381,Wednesday,Sprinting,149,1639
381,Thursday,Core Training,75,675
381,Friday,Powerlifting,106,1166
381,Saturday,Stretching,57,684
381,Sunday,Core Training,57,627
382,Monday,Mobility Drills,142,1562
382,Tuesday,Bench Press,139,973
382,Wednesday,Sit-ups,129,903
382,Thursday,Resistance Band Workout,27,243
382,Friday,Basketball,132,1188
382,Saturday,Rugby,91,819
382,Sunday,Zumba,130,1430
383,Monday,Rugby,89,1068
383,Tuesday,Push-ups,105,630
383,Wednesday,Running,50,450
383,Thursday,Surfing,44,264
383,Friday,Hiking,63,756
383,Saturday,Stair Climber,28,196
383,Sunday,Leg Press,29,232
384,Monday,Pull-ups,139,1390
384,Tuesday,Skating,123,1476
384,Wednesday,Kettlebell Workout,56,392
384,Thursday,Pilates,110,660
384,Friday,CrossFit,40,480
384,Saturday,Strength Training,146,1168
384,Sunday,Football,20,240
385,Monday,Skipping Rope,94,752
385,Tuesday,Tennis,62,682
385,Wednesday,Burpees,82,984
385,Thursday,Hiking,145,1740
385,Friday,Push-ups,144,1440
385,Saturday,Plank,135,1350
385,Sunday,Rowing,94,1128
386,Monday,Burpees,89,534
386,Tuesday,Zumba,87,1044
386,Wednesday,Volleyball,20,120
386,Thursday,Resistance Band Workout,149,1639
386,Friday,Football,104,936
386,Saturday,Pull-ups,150,1650
386,Sunday,Push-ups,107,1070
387,Monday,Battle Ropes,49,539
387,Tuesday,Pilates,98,980
387,Wednesday,Powerlifting,50,450
387,Thursday,Rock Climbing,25,300
387,Friday,Cycling,101,808
387,Saturday,Badminton,24,264
387,Sunday,Zumba,129,1290
388,Monday,Swimming,59,649
388,Tuesday,Stretching,35,420
388,Wednesday,Dancing,58,638
388,Thursday,Hiking,115,1265
388,Friday,Spin Class,98,588
388,Saturday,Mountain Climbers,67,469
388,Sunday,Hiking,145,1160
389,Monday,Strength Training,135,1485
389,Tuesday,Spin Class,58,522
389,Wednesday,CrossFit,111,1332
389,Thursday,CrossFit,76,684
389,Friday,Sprinting,147,1323
389,Saturday,Hiking,88,880
389,Sunday,Cycling,98,588
390,Monday,Surfing,45,270
390,Tuesday,Cycling,96,576
390,Wednesday,Burpees,123,984
390,Thursday,Badminton,114,1254
390,Friday,Lunges,133,1596
390,Saturday,Volleyball,94,564
390,Sunday,Mobility Drills,92,644
391,Monday,Volleyball,116,1044
391,Tuesday,Football,114,798
391,Wednesday,Volleyball,70,630
391,Thursday,Sit-ups,66,528
391,Friday,Kettlebell Workout,97,873
391,Saturday,Aerobics,132,924
391,Sunday,Battle Ropes,130,1560
392,Monday,Core Training,78,780
392,Tuesday,Basketball,67,670
392,Wednesday,Pull-ups,82,656
392,Thursday,Rowing,121,1452
392,Friday,Running,118,1180
392,Saturday,Kettlebell Workout,52,416
392,Sunday,Treadmill,71,568
393,Monday,Zumba,87,522
393,Tuesday,Lunges,147,1470
393,Wednesday,Stair Climber,102,1020
393,Thursday,Powerlifting,29,319
393,Friday,HIIT,144,1440
393,Saturday,CrossFit,99,990
393,Sunday,Stair Climber,39,234
394,Monday,Walking,80,880
394,Tuesday,Sit-ups,47,423
394,Wednesday,Squats,48,336
394,Thursday,Dancing,21,126
394,Friday,Hiking,123,738
394,Saturday,Rock Climbing,104,936
394,Sunday,Shoulder Press,142,1278
395,Monday,Walking,130,1040
395,Tuesday,Powerlifting,99,693
395,Wednesday,Lunges,51,612
395,Thursday,Handball,114,1140
395,Friday,Zumba,121,1331
395,Saturday,Squats,107,749
395,Sunday,Bench Press,41,328
396,Monday,Pull-ups,97,873
396,Tuesday,Mountain Climbers,21,126
396,Wednesday,Basketball,118,1298
396,Thursday,Swimming,100,800
396,Friday,Rugby,37,370
396,Saturday,Badminton,70,700
396,Sunday,Table Tennis,129,774
397,Monday,Pilates,70,840
397,Tuesday,CrossFit,45,360
397,Wednesday,Martial Arts,48,288
397,Thursday,Stair Climber,122,1342
397,Friday,Rugby,116,1044
397,Saturday,Aerobics,41,369
397,Sunday,Battle Ropes,142,994
398,Monday,Stretching,148,1628
398,Tuesday,Battle Ropes,124,1116
398,Wednesday,Stair Climber,34,306
398,Thursday,Swimming,68,612
398,Friday,Plank,45,540
398,Saturday,Deadlifts,20,120
398,Sunday,Mobility Drills,42,420
399,Monday,Jumping Jacks,34,272
399,Tuesday,Treadmill,63,504
399,Wednesday,Bench Press,138,828
399,Thursday,Basketball,69,414
399,Friday,Running,140,1400
399,Saturday,Elliptical,108,756
399,Sunday,Hiking,105,630
400,Monday,Mountain Climbers,61,488
400,Tuesday,Strength Training,106,1166
400,Wednesday,Rock Climbing,103,721
400,Thursday,Swimming,113,678
400,Friday,Rugby,57,456
400,Saturday,Mountain Climbers,85,850
400,Sunday,Hiking,120,840
401,Monday,Sprinting,62,434
401,Tuesday,Spin Class,48,288
401,Wednesday,Mountain Climbers,148,1480
401,Thursday,Squats,128,896
401,Friday,Rowing,51,459
401,Saturday,Martial Arts,124,1488
401,Sunday,Stretching,24,216
402,Monday,Swimming,124,992
402,Tuesday,Dancing,130,1560
402,Wednesday,Squats,25,225
402,Thursday,Running,73,584
402,Friday,Plank,128,1024
402,Saturday,Cycling,125,1250
402,Sunday,Volleyball,43,301
403,Monday,Kettlebell Workout,76,912
403,Tuesday,Sprinting,82,574
403,Wednesday,Sit-ups,132,1452
403,Thursday,Rowing,42,336
403,Friday,Football,33,231
403,Saturday,Core Training,89,1068
403,Sunday,Walking,23,276
404,Monday,Rock Climbing,54,378
404,Tuesday,Spin Class,93,930
404,Wednesday,Running,136,952
404,Thursday,Handball,48,480
404,Friday,Table Tennis,24,192
404,Saturday,Skating,112,672
404,Sunday,Mountain Climbers,93,744
405,Monday,Tennis,110,1210
405,Tuesday,Strength Training,73,511
405,Wednesday,Spin Class,28,168
405,Thursday,Burpees,103,1030
405,Friday,Skipping Rope,62,496
405,Saturday,Burpees,61,366
405,Sunday,Shoulder Press,58,464
406,Monday,Martial Arts,107,642
406,Tuesday,Elliptical,82,656
406,Wednesday,Walking,66,462
406,Thursday,Burpees,110,1100
406,Friday,Lunges,102,1020
406,Saturday,Bench Press,68,544
406,Sunday,Crunches,66,660
407,Monday,Zumba,57,456
407,Tuesday,Deadlifts,84,756
407,Wednesday,Boxing,142,1704
407,Thursday,Pilates,95,1045
407,Friday,Elliptical,134,804
407,Saturday,Kickboxing,25,175
407,Sunday,Burpees,43,473
408,Monday,Kettlebell Workout,39,351
408,Tuesday,Powerlifting,103,1133
408,Wednesday,Zumba,27,189
408,Thursday,Table Tennis,93,837
408,Friday,Basketball,40,480
408,Saturday,Burpees,126,756
408,Sunday,Pilates,105,1155
409,Monday,Kickboxing,122,1220
409,Tuesday,Handball,86,688
409,Wednesday,Pilates,62,496
409,Thursday,Volleyball,39,234
409,Friday,Badminton,20,240
409,Saturday,Leg Press,74,888
409,Sunday,Squats,88,792
410,Monday,CrossFit,73,730
410,Tuesday,Push-ups,113,1017
410,Wednesday,Aerobics,63,378
410,Thursday,Spin Class,50,400
410,Friday,Powerlifting,121,1331
410,Saturday,Shoulder Press,66,462
410,Sunday,Pilates,112,896
411,Monday,Rugby,33,198
411,Tuesday,Martial Arts,138,828
411,Wednesday,Leg Press,89,623
411,Thursday,Badminton,75,525
411,Friday,Stair Climber,112,784
411,Saturday,Volleyball,127,1143
411,Sunday,Kickboxing,58,522
412,Monday,Table Tennis,82,820
412,Tuesday,Mobility Drills,34,238
412,Wednesday,Pull-ups,77,539
412,Thursday,Aerobics,57,627
412,Friday,Kickboxing,150,1350
412,Saturday,CrossFit,83,913
412,Sunday,CrossFit,99,990
413,Monday,Aerobics,125,750
413,Tuesday,Kickboxing,67,469
413,Wednesday,Yoga,87,609
413,Thursday,Battle Ropes,63,567
413,Friday,Walking,89,801
413,Saturday,Spin Class,65,455
413,Sunday,Burpees,49,588
414,Monday,Lunges,62,434
414,Tuesday,Shoulder Press,66,792
414,Wednesday,Mountain Climbers,61,488
414,Thursday,Walking,31,217
414,Friday,Table Tennis,39,351
414,Saturday,Football,25,175
414,Sunday,Walking,117,702
415,Monday,Treadmill,109,654
415,Tuesday,Core Training,116,1044
415,Wednesday,Battle Ropes,124,868
415,Thursday,Rowing,92,828
415,Friday,Pull-ups,29,319
415,Saturday,Walking,51,357
415,Sunday,Surfing,134,1608
416,Monday,Mountain Climbers,126,1008
416,Tuesday,Stair Climber,54,648
416,Wednesday,Pilates,87,870
416,Thursday,Badminton,70,700
416,Friday,Hiking,73,438
416,Saturday,Martial Arts,32,256
416,Sunday,Skipping Rope,48,336
417,Monday,Lunges,115,1035
417,Tuesday,Strength Training,21,147
417,Wednesday,Shoulder Press,21,147
417,Thursday,Yoga,132,1584
417,Friday,Deadlifts,101,1212
417,Saturday,Sit-ups,98,1078
417,Sunday,Stair Climber,101,909
418,Monday,Mountain Climbers,101,1111
418,Tuesday,Running,97,679
418,Wednesday,Badminton,148,1332
418,Thursday,Basketball,24,288
418,Friday,Badminton,72,720
418,Saturday,Lunges,64,576
418,Sunday,Sit-ups,109,981
419,Monday,Deadlifts,101,1111
419,Tuesday,Zumba,126,1134
419,Wednesday,Crunches,128,896
419,Thursday,Handball,68,544
419,Friday,Kettlebell Workout,83,830
419,Saturday,Skipping Rope,142,1420
419,Sunday,Lunges,81,891
420,Monday,Stair Climber,23,253
420,Tuesday,Jumping Jacks,134,1474
420,Wednesday,Lunges,132,1188
420,Thursday,Basketball,57,627
420,Friday,Pull-ups,51,357
420,Saturday,HIIT,141,987
420,Sunday,Strength Training,110,990
421,Monday,Handball,64,640
421,Tuesday,Running,96,960
421,Wednesday,Cycling,92,920
421,Thursday,Rock Climbing,109,654
421,Friday,Shoulder Press,88,704
421,Saturday,Kickboxing,109,1308
421,Sunday,Football,85,765
422,Monday,Walking,141,987
422,Tuesday,Kickboxing,59,708
422,Wednesday,Powerlifting,83,996
422,Thursday,Lunges,128,1024
422,Friday,Skating,30,300
422,Saturday,Mountain Climbers,92,920
422,Sunday,Jumping Jacks,92,828
423,Monday,CrossFit,73,803
423,Tuesday,Swimming,21,210
423,Wednesday,Deadlifts,57,342
423,Thursday,Powerlifting,108,1296
423,Friday,Bench Press,64,640
423,Saturday,Deadlifts,98,784
423,Sunday,Rowing,122,1464
424,Monday,Skipping Rope,103,1236
424,Tuesday,Mobility Drills,61,427
424,Wednesday,Sit-ups,35,350
424,Thursday,Deadlifts,59,708
424,Friday,Running,89,979
424,Saturday,Core Training,52,520
424,Sunday,Stair Climber,134,1340
425,Monday,Pilates,57,627
425,Tuesday,Walking,116,1392
425,Wednesday,Table Tennis,111,777
425,Thursday,Shoulder Press,47,564
425,Friday,Core Training,40,440
425,Saturday,Pull-ups,21,252
425,Sunday,Yoga,136,1360
426,Monday,Zumba,76,532
426,Tuesday,Stair Climber,133,1064
426,Wednesday,Core Training,138,966
426,Thursday,Mountain Climbers,44,264
426,Friday,Pilates,27,216
426,Saturday,Sprinting,105,945
426,Sunday,Squats,74,518
427,Monday,Boxing,35,385
427,Tuesday,Martial Arts,140,980
427,Wednesday,Mountain Climbers,61,732
427,Thursday,Handball,131,786
427,Friday,Kettlebell Workout,82,984
427,Saturday,Mobility Drills,90,990
427,Sunday,Zumba,44,396
428,Monday,Burpees,94,658
428,Tuesday,Aerobics,115,1380
428,Wednesday,Core Training,34,238
428,Thursday,Badminton,145,1740
428,Friday,Powerlifting,95,855
428,Saturday,HIIT,125,1125
428,Sunday,Sprinting,131,1572
429,Monday,Stair Climber,52,572
429,Tuesday,Dancing,34,204
429,Wednesday,Battle Ropes,114,1026
429,Thursday,Pull-ups,127,1524
429,Friday,Jumping Jacks,127,1143
429,Saturday,Squats,63,630
429,Sunday,Sprinting,24,192
430,Monday,Aerobics,104,1040
430,Tuesday,Core Training,57,570
430,Wednesday,Push-ups,64,512
430,Thursday,Yoga,74,444
430,Friday,Walking,149,894
430,Saturday,Stair Climber,121,1210
430,Sunday,Boxing,25,150
431,Monday,Shoulder Press,101,909
431,Tuesday,Kickboxing,86,1032
431,Wednesday,Hiking,140,840
431,Thursday,Cycling,90,990
431,Friday,Skipping Rope,126,882
431,Saturday,Powerlifting,87,957
431,Sunday,Yoga,114,1254
432,Monday,Bench Press,141,1269
432,Tuesday,Strength Training,130,1560
432,Wednesday,Pull-ups,42,504
432,Thursday,Lunges,95,1140
432,Friday,Crunches,123,1353
432,Saturday,Rugby,150,1800
432,Sunday,Sit-ups,135,1620
433,Monday,Stair Climber,70,630
433,Tuesday,Resistance Band Workout,81,891
433,Wednesday,Bench Press,48,432
433,Thursday,Martial Arts,57,399
433,Friday,Push-ups,33,231
433,Saturday,Rugby,41,451
433,Sunday,Lunges,32,384
434,Monday,Rowing,125,1250
434,Tuesday,Surfing,126,1512
434,Wednesday,Yoga,119,1071
434,Thursday,Burpees,21,210
434,Friday,Kickboxing,97,582
434,Saturday,Pilates,26,312
434,Sunday,Strength Training,28,336
435,Monday,Battle Ropes,22,198
435,Tuesday,HIIT,49,588
435,Wednesday,Badminton,20,220
435,Thursday,HIIT,93,558
435,Friday,Volleyball,39,429
435,Saturday,Aerobics,142,1704
435,Sunday,Kickboxing,136,1360
436,Monday,Crunches,142,1420
436,Tuesday,Burpees,109,1308
436,Wednesday,Football,85,680
436,Thursday,Sprinting,72,864
436,Friday,Bench Press,101,909
436,Saturday,Push-ups,69,621
436,Sunday,Aerobics,33,330
437,Monday,Badminton,26,286
437,Tuesday,Elliptical,67,402
437,Wednesday,Spin Class,135,1215
437,Thursday,Swimming,112,1008
437,Friday,Kickboxing,56,336
437,Saturday,Hiking,22,242
437,Sunday,Boxing,111,666
438,Monday,Running,120,960
438,Tuesday,Handball,65,780
438,Wednesday,Zumba,60,720
438,Thursday,Plank,60,480
438,Friday,Bench Press,29,174
438,Saturday,Handball,110,990
438,Sunday,Handball,130,780
439,Monday,Stretching,58,464
439,Tuesday,Basketball,142,994
439,Wednesday,Rugby,142,1278
439,Thursday,Push-ups,35,315
439,Friday,Basketball,43,516
439,Saturday,Core Training,132,1320
439,Sunday,Sit-ups,75,750
440,Monday,Jumping Jacks,128,1152
440,Tuesday,Running,129,1419
440,Wednesday,Spin Class,96,1056
440,Thursday,Treadmill,150,900
440,Friday,Crunches,130,780
440,Saturday,Tennis,72,504
440,Sunday,Rugby,61,366
441,Monday,Dancing,130,1560
441,Tuesday,Sprinting,54,432
441,Wednesday,Pull-ups,43,258
441,Thursday,Mountain Climbers,30,180
441,Friday,Push-ups,35,420
441,Saturday,Boxing,101,1010
441,Sunday,Cycling,147,1764
442,Monday,HIIT,31,279
442,Tuesday,Lunges,117,1287
442,Wednesday,Squats,147,1764
442,Thursday,Strength Training,39,234
442,Friday,Rock Climbing,120,960
442,Saturday,Elliptical,58,638
442,Sunday,Elliptical,32,256
443,Monday,Deadlifts,63,693
443,Tuesday,Plank,46,322
443,Wednesday,Bench Press,119,1071
443,Thursday,Jumping Jacks,70,700
443,Friday,Zumba,140,1680
443,Saturday,Pilates,77,539
443,Sunday,Pull-ups,105,1155
444,Monday,Rugby,130,1040
444,Tuesday,Skating,51,612
444,Wednesday,Stretching,71,852
444,Thursday,Dancing,132,792
444,Friday,Spin Class,81,972
444,Saturday,Spin Class,44,352
444,Sunday,Basketball,65,455
445,Monday,Sit-ups,115,1380
445,Tuesday,Dancing,136,1496
445,Wednesday,Push-ups,140,980
445,Thursday,Boxing,90,990
445,Friday,Elliptical,149,1192
445,Saturday,Tennis,112,784
445,Sunday,Lunges,140,1540
446,Monday,Running,139,834
446,Tuesday,Rock Climbing,46,552
446,Wednesday,CrossFit,125,1500
446,Thursday,Rowing,141,846
446,Friday,Skating,93,1116
446,Saturday,Yoga,34,272
446,Sunday,Tennis,44,528
447,Monday,Hiking,136,1360
447,Tuesday,Rock Climbing,130,1430
447,Wednesday,Spin Class,63,504
447,Thursday,Surfing,25,250
447,Friday,Yoga,89,1068
447,Saturday,Running,86,946
447,Sunday,Elliptical,43,387
448,Monday,Push-ups,145,1015
448,Tuesday,Leg Press,104,624
448,Wednesday,Battle Ropes,115,1035
448,Thursday,Resistance Band Workout,39,429
448,Friday,Spin Class,139,1668
448,Saturday,Burpees,51,306
448,Sunday,Badminton,112,1232
449,Monday,CrossFit,69,690
449,Tuesday,Jumping Jacks,108,1188
449,Wednesday,Battle Ropes,103,721
449,Thursday,Resistance Band Workout,94,658
449,Friday,Rugby,128,1152
449,Saturday,Sprinting,128,1280
449,Sunday,Aerobics,139,1251
450,Monday,Bench Press,52,572
450,Tuesday,Sprinting,67,536
450,Wednesday,Cycling,57,684
450,Thursday,Crunches,97,582
450,Friday,CrossFit,50,350
450,Saturday,Walking,39,273
450,Sunday,Walking,47,282
451,Monday,Volleyball,31,341
451,Tuesday,Kickboxing,48,480
451,Wednesday,Pilates,23,276
451,Thursday,Skipping Rope,111,999
451,Friday,Rugby,44,264
451,Saturday,Bench Press,139,834
451,Sunday,Volleyball,136,1632
452,Monday,Push-ups,131,917
452,Tuesday,Strength Training,134,1206
452,Wednesday,Bench Press,136,1496
452,Thursday,Sit-ups,46,506
452,Friday,Badminton,147,1323
452,Saturday,Kettlebell Workout,56,560
452,Sunday,Core Training,24,240
453,Monday,Strength Training,131,917
453,Tuesday,Dancing,66,726
453,Wednesday,Badminton,129,1548
453,Thursday,Football,90,630
453,Friday,Badminton,96,864
453,Saturday,HIIT,130,910
453,Sunday,Kickboxing,80,480
454,Monday,Dancing,104,1040
454,Tuesday,Plank,108,972
454,Wednesday,Handball,142,994
454,Thursday,Dancing,91,637
454,Friday,Basketball,145,1450
454,Saturday,Squats,90,1080
454,Sunday,Football,36,324
455,Monday,Skating,95,855
455,Tuesday,Crunches,48,288
455,Wednesday,Bench Press,96,960
455,Thursday,Lunges,25,150
455,Friday,Burpees,110,1100
455,Saturday,Stair Climber,62,558
455,Sunday,Treadmill,120,720
456,Monday,Shoulder Press,67,603
456,Tuesday,Boxing,94,658
456,Wednesday,Sit-ups,116,696
456,Thursday,Mountain Climbers,21,126
456,Friday,Leg Press,56,504
456,Saturday,Battle Ropes,148,888
456,Sunday,Mountain Climbers,89,890
457,Monday,Rugby,94,940
457,Tuesday,Rock Climbing,25,200
457,Wednesday,Stretching,71,639
457,Thursday,CrossFit,123,861
457,Friday,Boxing,58,406
457,Saturday,Boxing,93,651
457,Sunday,Mountain Climbers,112,1008
458,Monday,Handball,22,220
458,Tuesday,Kettlebell Workout,59,590
458,Wednesday,Squats,49,392
458,Thursday,Football,121,847
458,Friday,Stair Climber,55,605
458,Saturday,Table Tennis,26,156
458,Sunday,Dancing,44,440
459,Monday,Zumba,120,1440
459,Tuesday,Football,120,720
459,Wednesday,Core Training,59,590
459,Thursday,Mountain Climbers,148,1480
459,Friday,Rock Climbing,130,780
459,Saturday,Rugby,66,396
459,Sunday,CrossFit,104,936
460,Monday,Lunges,56,504
460,Tuesday,Jumping Jacks,106,742
460,Wednesday,Burpees,87,696
460,Thursday,HIIT,115,1265
460,Friday,Swimming,27,324
460,Saturday,Plank,70,420
460,Sunday,Treadmill,125,1125
461,Monday,Volleyball,91,1001
461,Tuesday,Elliptical,118,1062
461,Wednesday,Walking,33,297
461,Thursday,Elliptical,56,504
461,Friday,Sprinting,97,1164
461,Saturday,Pull-ups,138,1380
461,Sunday,Sprinting,58,638
462,Monday,Elliptical,119,1071
462,Tuesday,Swimming,141,1692
462,Wednesday,Stair Climber,29,174
462,Thursday,Burpees,148,1628
462,Friday,Walking,76,836
462,Saturday,Crunches,68,612
462,Sunday,Strength Training,34,238
463,Monday,Zumba,74,666
463,Tuesday,Basketball,119,714
463,Wednesday,Sit-ups,69,414
463,Thursday,Kettlebell Workout,118,1062
463,Friday,Kickboxing,59,649
463,Saturday,Shoulder Press,111,999
463,Sunday,Rugby,25,275
