Meal_Name,Meal_Type,Calories_kcal,Protein_g,Carbs_g,Fats_g
Vegan Upma,Breakfast,275,17.3,86.5,12.9
Herb Biryani,Breakfast,586,40.7,56.1,31.5
Classic Soya,Dinner,329,7.2,105.9,38.2
Garlic Upma,Dinner,644,8.8,55.1,17.2
Vegan Biryani,Dinner,768,19.1,34.9,13.0
Garlic Poha,Snack,631,9.7,92.3,13.3
Vegan Tofu,Breakfast,549,45.7,64.1,34.1
Fried Paneer,Dinner,263,13.3,29.8,8.8
Garlic Idli,Dinner,479,49.9,34.3,21.0
Roasted Brown Rice,Lunch,764,15.2,98.6,37.0
Spicy Dal,Dinner,639,11.1,20.2,20.5
Low Fat Oats,Breakfast,202,21.7,108.5,30.0
Tandoori Dal,Breakfast,395,31.4,10.6,33.4
Garlic White Rice,Snack,485,27.1,61.7,22.6
Vegan Sprouts,Breakfast,749,21.6,41.0,21.0
High Protein Rajma,Snack,330,36.3,119.8,17.7
Vegan Poha,Lunch,697,41.7,118.7,35.8
Classic Smoothie,Breakfast,609,19.5,90.7,36.9
Grilled Oats,Dinner,612,13.7,58.5,28.1
Fried White Rice,Breakfast,728,6.3,49.9,35.3
Low Fat Egg,Snack,734,38.7,57.9,20.8
Classic Fish,Breakfast,392,10.9,62.8,5.1
Garlic Chicken,Breakfast,177,47.1,88.0,38.3
Grilled Brown Rice,Lunch,645,23.7,106.4,28.4
Low Fat Mushroom,Snack,506,23.7,71.1,23.7
Herb Khichdi,Lunch,162,7.3,84.6,18.5
Fried Sandwich,Snack,248,20.1,66.3,23.6
High Protein Egg,Lunch,340,23.8,28.0,16.9
Mild Lentil,Snack,403,41.5,81.2,33.6
Grilled Rajma,Snack,570,40.5,60.5,16.2
Low Fat White Rice,Breakfast,446,41.8,92.2,5.3
Curry Lentil,Lunch,641,8.9,84.7,35.7
Spicy Dal,Breakfast,397,47.8,107.2,36.3
Low Fat Salad,Breakfast,157,48.6,117.6,19.1
Fried Chole,Breakfast,569,32.7,96.3,38.8
High Protein Chole,Snack,162,37.2,40.9,10.7
Grilled Pulao,Dinner,658,13.1,22.7,28.6
Tandoori Pulao,Snack,229,5.3,106.3,36.0
High Protein Fish,Dinner,312,14.9,15.4,13.3
Tandoori Paneer,Breakfast,681,32.9,85.8,12.3
Tandoori White Rice,Dinner,231,33.2,74.3,38.5
Curry Chole,Lunch,173,21.9,89.5,13.4
Classic Pulao,Lunch,259,11.9,116.0,25.9
Garlic Rajma,Lunch,506,34.1,26.9,27.0
Steamed Soya,Dinner,281,31.0,50.5,21.1
High Protein Upma,Breakfast,405,18.8,15.3,18.9
Curry Chicken,Snack,429,5.8,64.1,15.0
Masala Smoothie,Dinner,437,25.4,76.4,15.3
Butter Dosa,Snack,351,13.1,51.4,33.9
Roasted Fish,Snack,680,48.9,94.7,17.9
Butter Rajma,Snack,265,11.8,28.3,38.8
Tandoori Soup,Dinner,574,27.6,11.5,32.3
Tandoori Quinoa,Lunch,260,8.2,98.0,10.8
Mild Smoothie,Breakfast,259,48.0,116.7,37.0
Vegan Rajma,Snack,506,28.3,57.5,23.8
Masala Tofu,Lunch,777,41.5,19.2,26.7
Low Fat Poha,Dinner,580,7.9,118.1,17.7
Low Fat Dosa,Snack,307,18.0,31.1,5.4
Spicy Tofu,Snack,315,26.1,57.7,21.8
Garlic Paratha,Lunch,510,31.9,47.9,16.5
Curry Smoothie,Dinner,633,21.2,115.3,39.5
Grilled Quinoa,Dinner,227,42.2,109.0,8.2
Low Fat Dal,Snack,375,27.4,55.3,12.3
Vegan Pulao,Breakfast,482,45.4,80.5,32.6
Grilled Soup,Snack,506,39.6,28.2,24.4
Curry Salad,Lunch,535,48.6,26.2,28.9
Mild Soup,Lunch,177,26.4,112.1,23.0
Roasted Roti,Dinner,602,7.6,111.4,22.1
Garlic Poha,Breakfast,642,10.6,79.5,8.2
Spicy Upma,Dinner,437,12.8,109.8,24.8
Masala Chole,Breakfast,668,39.4,65.2,25.8
Fried Fish,Snack,621,33.7,108.6,33.8
Curry Paratha,Snack,421,29.6,105.0,29.3
Fried Fish,Breakfast,364,15.4,86.5,39.7
Butter Lentil,Lunch,267,22.6,81.9,13.4
Grilled Dal,Dinner,586,28.7,111.5,25.6
Dry Dal,Breakfast,433,11.3,44.2,14.4
Vegan Brown Rice,Dinner,662,29.3,110.8,28.7
Grilled Paneer,Snack,782,29.1,62.9,30.4
Grilled Idli,Snack,684,47.6,98.8,14.8
Grilled Roti,Dinner,260,49.2,100.9,29.5
Curry Pulao,Lunch,520,23.1,56.8,15.5
Masala Tofu,Snack,616,36.4,39.6,33.5
Classic Quinoa,Breakfast,192,40.4,62.3,7.5
Classic Egg,Dinner,402,6.8,72.4,5.6
Classic Salad,Snack,229,12.3,22.6,37.2
Classic Egg,Dinner,540,23.3,64.5,7.8
Low Fat Mushroom,Breakfast,432,13.7,72.3,36.5
Steamed Tofu,Snack,457,46.8,46.9,7.0
High Protein Upma,Breakfast,155,17.7,97.9,39.2
Dry Egg,Lunch,311,31.3,101.0,37.1
Spicy White Rice,Lunch,775,8.8,63.7,31.6
Grilled Quinoa,Breakfast,264,45.9,35.6,29.0
Dry Rajma,Breakfast,693,21.5,102.9,38.4
Steamed Khichdi,Snack,709,27.6,108.4,23.0
Spicy Sprouts,Breakfast,379,6.8,85.6,11.4
Steamed Mushroom,Snack,750,18.7,74.6,39.7
Fried Chole,Snack,152,31.6,27.9,34.7
Garlic Dosa,Dinner,458,9.0,46.5,14.0
Mild Quinoa,Dinner,406,9.4,32.6,32.3
Dry Fish,Dinner,182,40.1,44.5,8.7
Dry Dosa,Dinner,618,23.9,32.7,17.9
Garlic Biryani,Breakfast,493,33.7,65.7,18.9
Masala Idli,Dinner,273,28.3,89.0,7.9
Curry Khichdi,Breakfast,665,34.4,70.2,21.1
Mild Mushroom,Snack,290,40.4,14.8,5.1
Curry Chicken,Dinner,727,11.1,109.5,22.7
Roasted Chicken,Snack,738,49.2,63.2,31.4
Classic Poha,Breakfast,593,25.7,51.5,36.9
High Protein Pulao,Snack,236,49.8,32.6,19.5
Dry Upma,Breakfast,657,13.3,109.0,24.9
High Protein Chicken,Lunch,799,49.9,90.5,15.7
Butter Smoothie,Breakfast,476,32.6,54.8,14.2
High Protein Mushroom,Dinner,376,37.2,97.2,27.1
Masala Poha,Snack,541,39.1,32.5,26.6
High Protein Fish,Breakfast,543,17.3,62.5,6.0
Roasted Poha,Breakfast,669,47.7,119.8,18.0
Tandoori Sandwich,Lunch,365,48.4,75.0,16.7
Steamed Soya,Breakfast,581,14.8,103.0,8.6
Spicy Roti,Dinner,243,9.3,32.0,14.1
Vegan Paratha,Snack,455,34.4,79.6,13.7
Low Fat Oats,Snack,800,31.5,38.9,20.0
Classic Smoothie,Snack,543,48.0,26.0,27.1
Herb Soup,Snack,270,40.8,68.8,11.8
Low Fat Egg,Breakfast,574,28.4,119.8,12.9
Roasted Brown Rice,Lunch,780,45.4,97.0,36.9
Roasted Paratha,Snack,646,7.9,100.1,16.9
Curry Egg,Dinner,317,26.0,94.9,15.1
Fried Pulao,Breakfast,403,38.3,118.9,9.8
Classic Dal,Dinner,618,12.8,73.4,31.5
Mild Pulao,Breakfast,494,5.5,49.5,15.4
Fried Khichdi,Breakfast,550,8.5,67.1,26.9
High Protein Brown Rice,Snack,564,13.4,18.2,25.8
Steamed Biryani,Dinner,403,13.8,99.5,7.5
Spicy Chole,Lunch,501,37.6,77.4,8.1
Fried Roti,Breakfast,658,49.4,106.2,17.8
Masala Dosa,Snack,572,19.8,13.9,7.2
Herb Tofu,Lunch,302,7.6,41.5,33.0
Low Fat Pulao,Lunch,452,25.0,67.2,9.0
Vegan Salad,Dinner,165,39.0,72.5,27.4
High Protein Dosa,Snack,650,41.8,73.5,11.6
Garlic White Rice,Lunch,789,11.9,51.8,9.7
Spicy Dal,Lunch,384,6.3,22.1,7.2
Herb Smoothie,Dinner,669,8.8,37.7,36.3
Vegan Fish,Snack,229,45.7,75.9,16.3
Grilled Salad,Dinner,518,24.8,79.0,5.7
High Protein Brown Rice,Snack,360,40.0,47.6,18.9
Classic Salad,Snack,384,14.5,42.2,36.7
High Protein Salad,Breakfast,487,37.8,109.2,32.2
Steamed Idli,Snack,548,40.4,64.1,13.2
Grilled Roti,Snack,378,22.7,42.0,14.6
Roasted Sandwich,Snack,514,48.8,40.9,36.7
Fried Sandwich,Breakfast,151,41.3,13.8,18.7
Tandoori Rajma,Dinner,275,30.7,93.9,21.5
Tandoori Pulao,Dinner,736,33.7,103.6,36.7
Classic Sprouts,Lunch,197,14.6,78.2,15.4
Dry Brown Rice,Breakfast,481,32.8,44.7,7.8
Fried Lentil,Breakfast,355,36.7,81.9,20.4
Garlic Poha,Lunch,381,34.8,50.6,27.7
Dry Pulao,Snack,245,30.3,61.8,15.9
Tandoori Chole,Breakfast,508,18.9,95.3,39.5
Vegan Quinoa,Dinner,231,12.7,117.1,27.8
Curry Salad,Breakfast,551,43.2,105.3,32.7
Grilled Pulao,Lunch,776,46.8,116.5,30.2
Herb Oats,Breakfast,733,48.1,79.8,13.9
Dry Smoothie,Breakfast,544,33.4,38.4,15.9
Dry Upma,Dinner,216,27.4,44.9,13.8
Dry White Rice,Snack,407,26.6,20.1,10.7
Butter Rajma,Lunch,380,33.4,57.7,17.3
Fried Lentil,Lunch,764,43.7,26.9,13.6
Fried Dal,Snack,774,28.8,16.3,32.1
High Protein Paratha,Lunch,508,11.3,88.5,18.4
Steamed Paneer,Dinner,416,45.5,17.0,16.2
High Protein Soya,Breakfast,610,37.7,99.3,38.7
Masala Upma,Snack,591,29.1,75.0,31.6
Curry Dal,Lunch,387,48.8,98.9,38.7
Roasted Fish,Snack,737,8.9,64.2,36.7
Vegan Salad,Lunch,618,9.9,87.7,37.9
Fried White Rice,Breakfast,790,24.5,101.0,26.8
Classic Quinoa,Breakfast,763,44.2,77.7,34.8
Vegan Soya,Dinner,571,36.2,44.2,39.6
Dry Khichdi,Breakfast,260,7.3,92.9,21.6
Butter Oats,Snack,191,12.3,110.8,7.3
Low Fat Idli,Snack,501,11.8,72.5,23.3
High Protein Dal,Breakfast,180,32.9,98.8,19.2
Grilled Rajma,Lunch,636,44.9,28.9,31.5
Classic Idli,Dinner,650,25.3,49.3,18.1
High Protein Salad,Lunch,428,26.7,33.7,7.9
Mild Smoothie,Snack,328,26.2,81.9,30.0
Garlic Poha,Snack,696,29.3,56.2,15.1
Mild Salad,Breakfast,701,26.4,110.8,9.7
Curry Egg,Dinner,581,6.2,29.4,6.5
High Protein Sprouts,Breakfast,280,32.4,31.0,31.5
Tandoori Biryani,Dinner,332,34.9,116.5,9.4
Butter Pulao,Dinner,246,38.2,51.2,10.7
Masala Mushroom,Snack,551,24.2,47.2,16.1
Steamed Khichdi,Snack,151,49.9,93.0,15.6
Herb Upma,Snack,248,21.9,82.1,33.8
Steamed Mushroom,Breakfast,668,6.6,96.9,25.2
Low Fat Chicken,Snack,237,9.6,11.6,10.5
Dry Fish,Snack,678,26.1,110.1,21.0
Dry Paratha,Dinner,202,26.1,66.7,37.4
Tandoori Tofu,Dinner,396,11.7,65.5,29.0
Dry Mushroom,Snack,747,42.3,103.8,39.7
Steamed Pulao,Snack,800,10.6,78.0,10.5
Low Fat Fish,Breakfast,172,15.9,41.3,6.3
Classic Fish,Lunch,258,8.8,34.2,37.7
Classic Upma,Breakfast,732,37.9,53.5,30.0
Mild Sprouts,Snack,416,28.7,101.2,25.3
Roasted Rajma,Breakfast,763,20.7,13.4,36.3
Garlic Sprouts,Snack,738,34.4,114.8,36.0
Dry Fish,Lunch,552,18.0,62.1,27.2
High Protein White Rice,Lunch,161,16.6,112.2,20.3
Classic Biryani,Dinner,242,24.5,52.2,13.6
Fried Roti,Snack,193,15.0,37.3,6.6
Steamed Sandwich,Lunch,286,31.0,10.7,12.3
Fried Lentil,Lunch,570,20.1,22.8,24.3
Grilled Idli,Dinner,539,46.3,110.4,7.3
Fried Rajma,Breakfast,488,19.1,50.1,12.1
Mild Roti,Snack,282,8.2,79.9,13.4
Herb Chole,Snack,560,44.0,16.6,28.4
Curry Lentil,Snack,384,11.6,47.5,12.9
Spicy Mushroom,Breakfast,427,15.7,30.5,11.0
Spicy Soya,Breakfast,559,47.3,67.4,24.1
Masala Brown Rice,Snack,635,24.3,66.3,15.3
Grilled Egg,Breakfast,737,19.9,16.9,23.7
Low Fat Brown Rice,Lunch,535,39.9,38.4,39.7
Curry Salad,Breakfast,684,48.7,75.2,29.6
Vegan Mushroom,Dinner,725,48.6,21.9,13.2
Fried Roti,Snack,341,47.2,55.1,29.4
Tandoori Salad,Breakfast,540,22.9,102.3,17.7
Low Fat Soup,Lunch,535,9.8,91.3,10.5
Low Fat Oats,Dinner,477,11.2,29.2,28.5
High Protein White Rice,Snack,252,5.1,46.7,8.4
Vegan Tofu,Dinner,304,20.3,17.2,7.6
High Protein Idli,Dinner,194,30.6,52.1,25.9
Curry Chole,Breakfast,626,32.6,65.6,12.3
Roasted Paratha,Breakfast,443,19.1,79.6,5.5
Low Fat Khichdi,Snack,167,11.0,32.4,19.1
Low Fat Mushroom,Dinner,182,39.6,13.5,29.0
Curry Egg,Snack,477,16.2,38.7,21.0
Steamed Khichdi,Breakfast,542,15.3,30.7,6.0
Mild Oats,Lunch,262,48.9,28.3,14.5
Tandoori Idli,Breakfast,336,28.0,62.3,36.6
Steamed Khichdi,Snack,775,33.2,72.3,28.5
Garlic Poha,Dinner,637,38.5,68.5,30.6
Butter Biryani,Breakfast,249,5.4,21.9,8.0
Fried Dosa,Snack,183,11.6,70.3,22.8
Spicy Sandwich,Snack,792,8.6,14.9,9.6
Curry Idli,Dinner,554,23.0,87.0,24.2
Dry Lentil,Snack,386,18.0,92.5,10.0
Dry Biryani,Breakfast,199,7.6,11.8,9.5
Butter Dal,Dinner,224,9.2,49.2,18.5
Curry Sandwich,Dinner,661,9.8,64.9,25.1
Classic Dosa,Breakfast,522,10.9,22.5,15.8
Vegan Brown Rice,Breakfast,381,43.3,105.0,32.5
Tandoori Lentil,Lunch,433,12.6,33.3,39.5
Roasted Paneer,Breakfast,300,12.6,43.3,22.6
Mild Paneer,Snack,237,16.6,105.8,5.1
Butter Lentil,Lunch,737,36.6,113.8,16.0
Spicy Dal,Dinner,675,29.7,105.0,14.4
Tandoori Upma,Snack,561,43.2,63.2,35.3
Classic Roti,Lunch,447,12.2,61.3,16.6
Mild Dal,Dinner,627,45.6,104.1,13.2
Masala Brown Rice,Snack,681,32.7,60.8,14.9
Fried Quinoa,Breakfast,479,48.2,24.1,13.9
Curry White Rice,Snack,355,19.2,10.1,31.0
Masala Poha,Snack,405,21.7,34.8,37.2
High Protein Soup,Lunch,595,49.8,64.5,18.6
Steamed Sprouts,Breakfast,336,10.2,70.0,8.0
Butter Idli,Breakfast,227,19.2,21.8,24.9
Spicy Paratha,Snack,431,43.8,69.3,13.4
Herb Lentil,Dinner,595,17.7,112.5,37.0
Mild Paneer,Breakfast,166,15.3,67.6,10.9
Masala Rajma,Dinner,298,33.3,64.5,29.1
Herb Upma,Snack,555,46.4,78.1,18.6
Vegan Mushroom,Lunch,427,40.1,67.0,19.5
Masala Khichdi,Lunch,331,9.4,53.7,26.7
Roasted Tofu,Breakfast,166,10.1,105.4,15.8
Spicy Soya,Snack,381,47.6,83.7,25.8
Butter Upma,Breakfast,501,46.0,85.9,36.7
Curry Lentil,Dinner,664,42.7,80.9,24.7
Mild Lentil,Dinner,251,12.4,57.2,15.5
Mild Mushroom,Lunch,525,8.4,43.0,15.9
Low Fat Paneer,Lunch,453,25.0,28.4,23.2
Curry White Rice,Breakfast,387,11.0,49.1,14.0
Dry Soya,Snack,368,44.6,95.1,35.6
Curry White Rice,Lunch,713,49.6,19.4,24.7
Grilled Salad,Breakfast,428,40.2,65.3,8.9
Spicy Chole,Lunch,260,44.7,37.8,6.1
Garlic Soya,Snack,576,48.6,85.0,8.5
Grilled Paneer,Breakfast,417,36.3,17.3,16.5
Mild Paratha,Lunch,458,47.1,54.4,37.8
Butter Fish,Snack,620,23.3,63.0,30.0
Herb White Rice,Breakfast,574,11.1,95.6,38.2
Herb Dosa,Snack,395,35.5,39.7,16.9
Tandoori Roti,Lunch,266,9.7,70.5,13.1
High Protein Soya,Breakfast,380,30.4,39.7,17.8
Vegan Paratha,Dinner,248,25.1,53.2,12.2
Tandoori Sandwich,Breakfast,385,22.4,18.2,6.7
Tandoori Quinoa,Dinner,230,21.4,59.9,11.2
Steamed White Rice,Snack,185,26.0,115.4,28.2
Mild Pulao,Breakfast,206,28.3,64.5,11.1
Butter Sprouts,Breakfast,564,14.9,103.3,18.9
Tandoori Sandwich,Dinner,536,7.0,117.2,37.1
Curry Fish,Snack,582,9.0,103.4,7.6
Herb Dosa,Snack,296,7.1,11.8,24.8
Mild Paratha,Snack,167,18.2,29.1,29.1
Butter Upma,Dinner,219,14.4,42.5,12.0
Vegan Roti,Snack,730,14.0,59.2,10.0
Roasted Fish,Breakfast,516,40.2,92.8,10.6
Herb Soup,Breakfast,417,32.8,25.6,29.1
Vegan Oats,Dinner,492,19.4,109.6,10.1
Dry White Rice,Lunch,587,30.5,20.8,34.3
Grilled White Rice,Snack,187,32.2,119.7,9.6
Tandoori Fish,Dinner,466,11.6,17.5,29.9
Tandoori Quinoa,Breakfast,560,47.9,92.4,6.0
Curry Chicken,Snack,249,43.8,17.9,38.1
Tandoori Dosa,Breakfast,180,9.4,116.3,14.5
Curry Soya,Breakfast,208,6.7,102.0,39.7
High Protein Sprouts,Breakfast,795,34.2,82.2,16.8
Tandoori Chicken,Dinner,604,25.1,63.5,32.4
Fried Chicken,Dinner,681,41.7,36.1,25.1
Masala Salad,Snack,462,36.9,53.3,30.0
Roasted Soup,Lunch,368,13.1,54.3,8.0
Garlic Paneer,Lunch,244,8.5,19.6,20.7
High Protein Sprouts,Lunch,275,30.6,91.4,36.6
Mild Sandwich,Snack,752,28.9,101.5,19.0
Mild Fish,Snack,270,15.5,74.4,32.6
Herb Biryani,Lunch,558,42.4,72.9,37.7
Low Fat Dal,Lunch,219,26.7,42.1,33.7
Tandoori Fish,Snack,238,11.6,115.4,8.0
Garlic Sprouts,Snack,740,12.7,29.7,17.6
Tandoori Dal,Breakfast,417,12.4,68.8,18.5
Vegan Khichdi,Breakfast,157,35.8,100.0,33.3
Garlic Poha,Dinner,470,42.9,67.9,17.7
Grilled Paratha,Dinner,660,33.8,61.7,25.4
Spicy Pulao,Breakfast,542,9.2,48.5,21.6
Vegan Quinoa,Breakfast,426,20.0,81.8,26.7
Vegan Soya,Dinner,765,23.8,110.2,26.8
Mild Tofu,Snack,775,6.1,81.4,30.5
Curry Soup,Dinner,183,36.7,39.3,34.3
Herb Smoothie,Dinner,277,33.6,109.4,29.2
Grilled Egg,Dinner,672,13.5,40.0,25.4
Mild Dal,Snack,351,31.5,73.1,16.6
Curry Upma,Snack,274,40.3,49.4,19.7
Steamed Chole,Snack,514,29.0,59.6,5.9
Herb Rajma,Snack,252,8.9,50.0,11.7
Roasted Paratha,Snack,632,26.3,107.8,33.9
Steamed Quinoa,Breakfast,782,22.2,52.5,7.4
Mild Mushroom,Lunch,522,23.1,55.1,20.8
Steamed Sprouts,Snack,634,32.3,54.3,20.1
Vegan Sprouts,Breakfast,205,31.9,88.6,20.6
Grilled Upma,Breakfast,306,44.5,116.9,22.0
Tandoori Salad,Breakfast,671,24.1,53.3,30.2
Spicy Chole,Lunch,707,22.5,46.2,10.3
Steamed Paratha,Lunch,754,21.0,47.1,27.1
Masala Fish,Lunch,323,11.0,107.4,8.4
Dry Biryani,Breakfast,198,33.9,78.2,32.7
Vegan Lentil,Breakfast,644,15.8,52.3,23.0
Tandoori Salad,Breakfast,429,42.3,44.4,16.7
Steamed Quinoa,Breakfast,691,36.8,31.5,8.6
Garlic Soup,Lunch,222,12.9,24.2,15.7
Mild Paneer,Dinner,567,31.9,20.6,24.1
High Protein Khichdi,Snack,484,17.3,76.5,27.7
Fried Smoothie,Snack,539,32.1,53.8,31.0
Butter Tofu,Lunch,448,23.1,26.7,38.5
Masala Sprouts,Lunch,569,34.0,40.3,19.8
Classic Dal,Dinner,270,23.9,59.5,15.2
Tandoori Salad,Lunch,788,15.5,76.6,15.5
Grilled Tofu,Breakfast,514,18.9,58.6,30.8
Mild Poha,Lunch,770,49.7,85.1,9.1
Grilled Rajma,Dinner,369,31.7,53.3,16.3
Low Fat Salad,Lunch,719,17.7,103.1,35.7
Herb White Rice,Snack,378,38.2,28.4,37.1
Butter Salad,Breakfast,679,42.7,99.9,20.4
Classic Chicken,Breakfast,360,32.3,67.0,8.5
Tandoori Poha,Lunch,797,29.5,57.7,37.2
Herb Soya,Snack,609,10.3,61.5,16.3
Herb Dal,Breakfast,326,15.9,36.4,31.6
High Protein Fish,Lunch,699,14.6,104.7,39.4
Garlic Chole,Breakfast,641,39.7,56.9,30.1
Steamed Paneer,Dinner,425,43.0,77.7,36.5
Roasted Khichdi,Dinner,214,10.9,96.2,14.9
Mild Paratha,Snack,358,50.0,113.2,20.0
Classic Biryani,Dinner,259,5.6,47.2,23.8
Herb Khichdi,Dinner,663,35.9,19.3,12.9
Curry Dal,Lunch,397,21.8,18.9,7.1
Masala Upma,Breakfast,586,27.6,15.2,37.5
High Protein Roti,Snack,777,48.0,39.5,17.3
Herb Paratha,Snack,387,7.9,30.9,30.5
Curry Soup,Dinner,796,35.7,57.9,21.2
Steamed Salad,Lunch,283,32.5,70.1,35.9
Grilled Egg,Breakfast,534,5.5,118.9,8.3
Steamed Smoothie,Dinner,248,16.2,35.2,11.8
Roasted Pulao,Lunch,285,38.6,80.8,5.8
Herb Dosa,Dinner,594,34.2,35.3,11.0
Curry Fish,Dinner,261,45.7,38.5,9.2
Classic White Rice,Lunch,249,22.2,74.4,22.3
Roasted Paneer,Snack,441,38.9,11.8,25.6
Spicy Egg,Dinner,736,13.6,100.2,26.6
Classic Chicken,Lunch,712,47.0,27.7,18.4
Curry Poha,Snack,781,43.7,21.4,27.0
High Protein Sprouts,Dinner,646,44.9,64.9,30.9
Dry Smoothie,Lunch,639,32.6,107.7,5.9
Classic Fish,Snack,237,41.1,37.4,24.5
Low Fat Pulao,Lunch,673,22.4,112.1,31.1
Steamed Dal,Breakfast,764,37.5,52.1,36.9
Low Fat Oats,Lunch,262,41.2,91.2,6.9
Fried Paneer,Dinner,461,46.9,72.6,35.0
Fried Rajma,Lunch,181,36.4,67.2,9.6
Vegan Paratha,Snack,381,35.1,92.7,31.7
Grilled Chole,Dinner,708,18.8,72.6,9.5
Garlic Tofu,Dinner,216,12.6,70.0,7.4
Steamed Soup,Lunch,547,36.9,49.1,39.9
Roasted Oats,Snack,630,42.7,94.5,27.4
High Protein Soup,Lunch,323,15.2,34.3,27.3
Butter Mushroom,Dinner,343,22.6,57.8,13.2
Curry Khichdi,Dinner,398,8.1,44.4,11.1
Butter Dal,Dinner,584,7.7,54.7,23.3
Garlic White Rice,Dinner,606,44.3,30.1,6.1
Mild Egg,Breakfast,498,17.4,116.9,30.8
Curry White Rice,Lunch,708,42.2,60.2,33.2
High Protein Idli,Snack,454,46.4,23.1,5.8
Vegan Smoothie,Dinner,536,42.8,99.8,5.7
Classic Lentil,Breakfast,479,11.1,50.8,39.0
Vegan Pulao,Breakfast,252,6.6,74.4,31.1
Butter Idli,Breakfast,399,40.7,96.8,11.6
Herb Tofu,Breakfast,546,8.6,29.6,6.6
Mild Lentil,Dinner,446,30.9,83.3,23.6
Steamed Pulao,Lunch,672,42.3,96.2,29.1
Roasted Idli,Snack,434,26.7,77.2,29.5
Grilled Sandwich,Dinner,614,39.4,118.1,36.3
Grilled Paratha,Snack,543,16.8,73.8,17.1
Roasted Mushroom,Lunch,418,42.2,58.8,30.9
Masala Roti,Lunch,455,42.6,64.3,34.3
Classic Sprouts,Dinner,343,18.1,24.8,18.0
Low Fat Dosa,Dinner,647,26.3,93.1,38.4
Garlic Lentil,Lunch,406,12.4,71.8,33.9
Grilled Tofu,Dinner,280,16.7,98.4,36.7
Grilled Salad,Lunch,233,47.1,112.7,38.8
Butter Biryani,Dinner,349,7.6,21.4,37.1
Spicy Tofu,Dinner,209,18.6,113.9,30.0
Butter Brown Rice,Lunch,490,15.3,96.7,39.0
Classic Biryani,Breakfast,170,30.3,50.0,17.6
Garlic Chicken,Breakfast,329,46.7,46.1,17.1
High Protein Smoothie,Dinner,366,46.4,60.3,38.0
Fried Chicken,Lunch,646,21.0,39.1,8.0
Curry Khichdi,Dinner,677,13.1,116.6,5.9
Butter Salad,Dinner,703,31.2,105.7,9.8
Butter Sandwich,Snack,798,12.2,82.6,16.1
Grilled Paratha,Snack,356,17.1,64.3,16.2
Garlic Salad,Snack,466,12.3,119.0,20.0
Dry Upma,Snack,798,23.1,87.2,33.5
Garlic Fish,Snack,246,48.2,114.2,17.4
Garlic Roti,Lunch,285,8.1,92.4,9.6
Vegan Brown Rice,Breakfast,283,25.8,51.6,24.3
Fried Soya,Dinner,493,49.5,93.1,11.6
Herb Brown Rice,Lunch,287,21.6,76.8,18.0
Mild Khichdi,Breakfast,225,48.3,82.0,34.9
Vegan Sandwich,Lunch,224,49.6,15.6,10.0
Dry Lentil,Snack,432,29.0,61.9,26.4
Herb Upma,Snack,713,48.9,96.6,8.5
Low Fat Tofu,Breakfast,170,25.6,38.1,10.7
Tandoori Salad,Breakfast,693,45.3,80.5,30.6
Garlic Soup,Lunch,477,22.1,114.0,13.6
Mild Sprouts,Dinner,359,21.3,95.8,37.0
Classic Mushroom,Lunch,659,26.8,17.4,18.4
Fried Upma,Snack,444,16.2,14.0,7.0
Low Fat Pulao,Lunch,150,14.1,49.2,18.3
Mild Dosa,Breakfast,337,47.2,91.5,34.5
Vegan Quinoa,Dinner,598,46.1,40.8,35.8
Spicy Idli,Breakfast,560,15.2,110.2,35.8
Grilled Egg,Snack,162,20.3,10.0,17.8
Roasted Fish,Lunch,552,48.5,82.0,21.9
Steamed White Rice,Breakfast,590,6.3,116.7,23.9
Classic Paneer,Lunch,196,11.9,13.1,9.1
Dry Mushroom,Dinner,575,35.1,19.5,29.4
Curry Lentil,Dinner,402,40.4,75.6,7.1
Roasted Tofu,Breakfast,779,35.6,97.6,20.0
Tandoori Mushroom,Snack,499,45.9,11.3,14.8
Spicy Sprouts,Snack,150,43.1,23.5,12.8
Roasted White Rice,Dinner,721,35.3,78.7,29.7
Low Fat Dosa,Snack,326,6.2,53.0,31.9
Fried Idli,Dinner,581,44.5,37.3,16.3
Herb Sprouts,Snack,454,38.7,79.2,5.8
Classic Brown Rice,Breakfast,776,24.5,60.8,30.6
Garlic Dal,Dinner,276,13.7,12.0,7.9
Dry Biryani,Snack,517,12.1,119.3,30.0
High Protein White Rice,Snack,743,20.5,85.9,34.9
Mild Salad,Lunch,534,43.7,90.1,27.8
Dry Sandwich,Dinner,349,36.9,117.6,23.1
Steamed Dosa,Lunch,719,35.4,80.9,27.5
Steamed Smoothie,Lunch,434,37.0,107.5,20.3
Classic Khichdi,Dinner,300,15.3,95.9,26.3
Spicy Quinoa,Lunch,543,22.3,37.6,22.9
Butter Chole,Breakfast,170,43.3,117.3,31.5
Roasted Chicken,Snack,177,25.0,44.4,21.8
Spicy Brown Rice,Dinner,391,9.9,83.7,15.6
Classic Upma,Snack,601,30.5,44.3,39.9
Steamed Brown Rice,Breakfast,634,16.6,30.8,21.8
Low Fat Egg,Lunch,798,20.4,40.5,9.5
Dry Oats,Lunch,179,37.9,52.8,29.1
Low Fat Pulao,Snack,545,43.9,90.2,15.6
Mild Upma,Snack,378,9.4,10.5,16.6
Fried Egg,Lunch,648,9.5,108.1,20.0
High Protein Sprouts,Breakfast,242,28.0,65.2,6.6
